公司名称,公司logo链接,公司详情链接,行业,创立时间,公司位置,融资情况,基本信息,公司Tag,公司规模,公司状态
杭州壹新软件技术有限公司,https://cdn.itjuzi.com/images/e3451307c61228f19336d6b47a818c3b.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83372,社交网络,2017.8,浙江·杭州市,暂未收录融资信息,TradeBC是一个第三方社区交易分享平台，公司致力于研发社区软件平台，提供社区专享的信息策略的服务，实时推送和智能跟单，隶属于杭州壹新软件技术有限公司。,平台、社区、商务社交、社交网络,10-15人,运营中
深圳市前海海韬建设科技工程有限公司,https://cdn.itjuzi.com/images/b32a2be3c34a1285cde7660e607f9970.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83284,企业服务,2013.11,广东·深圳市,暂未收录融资信息,前海海韬是一个门窗幕墙人的知识共享平台运营公司，“艾特窗客”是公司旗下一款微课产品，是门窗幕墙人的知识共享平台，汇聚了30大类全产业链的语音课程，已与数十名专家学者签约授课，致力于为行业的专家学者大牛、各类材料供应商的技术总工以及全产业链上的广大从业者搭建一个知识共享的平台，隶属于深圳市前海海韬建设科技工程有限公司。,微信等腾讯平台、企业服务、行业信息化及解决方案、微课,30-50人,运营中
长沙闪闪互动网络科技有限公司,https://cdn.itjuzi.com/images/fc1c977ba31b2d66653bd9ce9283c206.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83282,游戏,2014.12,湖南·长沙市,暂未收录融资信息,闪闪互动是一家从事手机游戏运营发行、分销的公司，与各大手机游戏平台、应用市场、媒体频道保持合作，是多家厂商及平台的战略合作伙伴，隶属于长沙闪闪互动网络科技有限公司。,游戏开发商、游戏、手机游戏,30-50人,运营中
广州野不野文化传播有限公司,https://cdn.itjuzi.com/images/7bc80b06e2aa36c1fbd4d6bd1ef536a1.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83212,体育运动,2017.3,广东·广州市,2017.3种子轮30万人民币,越野在现场是一个为户外运动赛事提供视频拍摄和赛事传播服务平台，公司拍摄的视频主要包括赛前专访、冠军专访、赛中第一集团选手实况和起跑、终点冲刺直播等内容。涉足领域为越野跑、马拉松和铁人三项，隶属于广州野不野文化传播有限公司。,跑步运动、体育运动、赛事运营及经纪、户外及极限运动、赛事运营,10-15人,运营中
浙江聚脑科技有限公司,https://cdn.itjuzi.com/images/7326f04d37428eddbe5c07847e63c78d.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83151,医疗健康,2016.9,浙江·杭州,暂未收录融资信息,浙江聚脑科技有限公司，成立于2016年09月，位于中国·杭州西湖区。是一家集智能健康生活+互联网技术架构解决方案的新型科技公司。“经营健康、管理生命，做中国健商。,电子商务、跨境电商,15-30人,运营中
上海米客酒业有限公司,https://cdn.itjuzi.com/images/e5c51e3b8b30d6d6bfc8beec1b26c3de.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83152,电子商务,2014.9,上海·浦东新区,2016.2天使轮数百万人民币,MIK米客米酒是一个发酵型原酿米酒品牌，混以特色水果口味，酒精含量6%VOL。现市场售卖口味以原味、桂花味、苹果味为主，隶属于上海米客酒业有限公司。,独立品牌、电子商务、生鲜食品、酒水饮料,15-30人,运营中
深圳市百高汇科技发展有限公司,https://cdn.itjuzi.com/images/d74dce08977f5c715785558e27f8539d.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83153,企业服务,2013.8,广东·深圳市,暂未收录融资信息,百高汇科技是一家专注于弱电智能化、安防监控工程建设及智能化、安全防护云平台运营服务的公司，依靠工程设计施工经验，拥有技术团队，为客户提供从建筑方案设计阶段、施工图设计阶段及现场施工阶段的全生命周期服务，业务涵盖智慧城市建设至智能大厦到其它弱电系统工程领域，为客户提供满意的一体化解决方案和细致入微的服务，隶属于深圳市百高汇科技发展有限公司。　　,智能家居、企业服务、行业信息化及解决方案、建筑工程设计,30-50人,运营中
唐壶（北京）文化有限公司,https://cdn.itjuzi.com/images/45a1e49ccb07f0046bf2d2c08902eeac.jpg?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83154,本地生活,2016.8,北京·朝阳区,暂未收录融资信息,茶煮是一家新式中国茶饮品牌，茶煮的茶类可以具体分为以下三类：—类是纯茶类：以现煮的熟普、乌龙、红茶等为主，这类产品基本满足了商务会谈的需求；—类是茶拿铁，将鲜奶与茶混煮；一类是花果茶。唐壶（北京）文化有限公司旗下产品。,O2O、本地生活、美食餐饮、下午茶、茶叶,15-30人,运营中
北京潮尚辣家餐饮管理有限公司,https://cdn.itjuzi.com/images/47bf3904b9e3763c3ffde5e17321aa9b.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83155,本地生活,2013.1,北京·东城区,暂未收录融资信息,辣家私厨是一家龙虾餐饮连锁品牌，主营各种口味的小龙虾。,本地生活、美食餐饮、餐饮连锁,不明确,运营中
广东去买票科技股份有限公司,https://cdn.itjuzi.com/images/903b07aff91c7e2ecd3a1bb0524a3d19.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83156,本地生活,2016.1,广东·广州市,2017.8天使轮数百万人民币,去买票是一家票务管理系统研发商，致力于为用户提供线上线下全渠道票务交易解决方案，帮助用户建立自有票务管理系统及webpos收银系统，此外，还提供网络分销渠道及其他软硬件配套智能票务设施。,票务、O2O、商户服务及信息化、电子商务,15-30人,运营中
热狗科技（北京）有限公司,https://cdn.itjuzi.com/images/fc60fd72f8510e4534f1a9b3443378d2.png?imageView2/0/w/100/q/100,https://www.itjuzi.com/company/83157,企业服务,2017.2,北京·朝阳区,暂未收录融资信息,热狗科技是一家专注于移动互联网出海市场的公司，目前受到风险投资基金投资的创业公司，主要致力于海外市场拓展，隶属于热狗科技（北京）有限公司。,海外置业、海外市场、企业服务、行业信息化及解决方案、宣传推广,15-30人,运营中
